h;PEL_subproblem_main;mHydr_direct_subproblem_main;mHydr_sell_subproblem_main;mHST_in_subproblem_main;mHST_out_subproblem_main;mHST_subproblem_main;EBESS_subproblem_main;PBESSc_subproblem_main;PBESSd_subproblem_main;Ppurch_subproblem_main;Psell_subproblem_main; PPV_subproblem_main; PWT_subproblem_main 
 11.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  43.6849;   0.0000;   0.0000;   0.0000;   0.0000;   3.9461;   7.8557;  21.2448
 12.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;   0.0000;   0.4192;   9.8790;  15.6945
 13.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;   2.6474;   0.0000;  11.6858;  10.6168
 14.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;   6.3593;   0.0000;  11.3269;   7.2638
 15.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;  12.4401;   0.0000;   6.8414;   5.6685
 16.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;  10.0593;   0.0000;   7.2725;   7.6183
 17.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;  15.9624;   0.0000;   3.4520;   5.5356
 18.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;  19.2521;   0.0000;   0.7162;   4.9816
 19.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;  20.9248;   0.0000;   0.0000;   4.0252
 20.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;  22.0622;   0.0000;   0.0000;   2.8878
 21.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;  17.1692;   0.0000;   0.0000;   7.7808
 22.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;  13.0296;   0.0000;   0.0000;  11.9204
 23.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;   9.3663;   0.0000;   0.0000;  15.5837
 24.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;   5.9209;   0.0000;   0.0000;  19.0291
 25.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;   3.7015;   0.0000;   0.0000;  21.2485
 26.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;   3.0848;   0.0000;   0.0000;  21.8652
 27.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.6563;   0.0000;   0.0000;   0.0000;   0.4482;   0.0000;   0.0000;  24.5018
 28.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  51.6276;   0.0000;   0.0000;   0.0000;   0.0000;   0.9133;   0.0000;  26.0676
 29.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   0.0000;   0.3040;   0.0000;  25.4583
 30.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   0.8483;   0.0000;   0.0172;  24.0845
 31.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   2.0220;   0.0000;   0.0584;  22.8696
 32.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  11.6382;   0.0000;   1.7865;  11.5253
 33.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  12.6399;   0.0000;   4.4518;   7.8583
 34.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  11.5047;   0.0000;   5.5057;   7.9396
 35.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  12.2440;   0.0000;   4.9696;   7.7365
 36.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   9.7418;   0.0000;   7.4274;   7.7808
 37.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  14.6407;   0.0000;   6.1142;   4.1950
 38.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  15.8977;   0.0000;   6.1866;   2.8656
 39.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  17.7648;   0.0000;   4.7959;   2.3893
 40.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  17.8924;   0.0000;   5.6544;   1.4033
 41.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  19.1732;   0.0000;   4.3550;   1.4217
 42.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  18.7473;   0.0000;   3.7212;   2.4816
 43.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  22.5164;   0.0000;   0.0000;   2.4336
 44.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  18.5467;   0.0000;   0.0000;   6.4033
 45.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  17.9890;   0.0000;   0.0000;   6.9610
 46.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  16.7224;   0.0000;   0.0000;   8.2276
 47.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   9.7356;   0.0000;   0.0000;  15.2144
 48.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   9.2555;   0.0000;   0.0000;  15.6945
 49.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   9.4180;   0.0000;   0.0000;  15.5320
 50.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  13.0333;   0.0000;   0.0000;  11.9167
 51.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  12.0325;   0.0000;   0.0000;  12.9175
 52.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   8.7755;   0.0000;   0.0000;  16.1745
 53.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  11.9808;   0.0000;   0.0000;  12.9692
 54.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  14.2408;   0.0000;   0.0000;  10.7092
 55.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  11.5068;   0.0000;   0.0124;  13.4308
 56.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   7.9898;   0.0000;   0.4090;  16.5512
 57.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   8.6984;   0.0000;   1.3031;  14.9485
 58.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   7.4302;   0.0000;   2.3091;  15.2107
 59.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   4.6141;   0.0000;   2.9243;  17.4116
 60.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   3.2221;   0.0000;   4.2092;  17.5187
 61.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   6.8419;   0.0000;   2.7903;  15.3178
 62.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   8.2286;   0.0000;   3.7005;  13.0209
 63.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  10.8769;   0.0000;   4.0582;  10.0149
 64.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  12.3118;   0.0000;   2.6232;  10.0149
 65.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  12.4005;   0.0000;   1.7443;  10.8052
 66.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  13.6323;   0.0000;   1.8456;   9.4721
 67.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  16.6818;   0.0000;   0.0000;   8.2682
 68.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  21.0393;   0.0000;   0.0000;   3.9107
 69.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  19.8428;   0.0000;   0.0000;   5.1072
 70.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  16.8443;   0.0000;   0.0000;   8.1057
 71.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  10.4779;   0.0000;   0.0000;  14.4721
 72.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   8.2917;   0.0000;   0.0000;  16.6583
 73.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   7.7009;   0.0000;   0.0000;  17.2491
 74.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   6.9438;   0.0000;   0.0000;  18.0062
 75.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   3.6535;   0.0000;   0.0000;  21.2965
 76.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   3.3433;   0.0000;   0.0000;  21.6067
 77.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   6.8367;   0.0000;   0.0000;  18.1133
 78.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   8.0035;   0.0000;   0.0186;  16.9279
 79.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  10.5285;   0.0000;   0.0527;  14.3688
 80.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   7.3610;   0.0000;   1.7357;  15.8533
 81.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   7.4748;   0.0000;   3.2135;  14.2617
 82.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   8.0413;   0.0000;   4.9883;  11.9204
 83.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   6.9475;   0.0000;   6.5252;  11.4773
 84.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   4.2589;   0.0000;   8.2278;  12.4633
 85.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   7.1153;   0.0000;   7.8678;   9.9669
 86.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   8.8062;   0.0000;   6.1289;  10.0149
 87.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  19.7683;   0.0000;   3.2615;   1.9203
 88.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  20.5017;   0.0000;   1.9889;   2.4594
 89.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  21.9902;   0.0000;   0.9103;   2.0495
 90.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  18.3856;   0.0000;   0.9956;   5.5688
 91.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  17.2099;   0.0000;   0.0000;   7.7401
 92.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;  18.6537;   0.0000;   0.0000;   6.2963
 93.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   8.9896;   0.0000;   0.0000;  15.9604
 94.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.5990;   0.0000;   0.0000;   0.0000;   2.9851;   0.0000;   0.0000;  21.9649
 95.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  59.5703;   0.0000;   0.0000;   0.0000;   0.0000;   0.3926;   0.0000;  25.5469
 96.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  63.5417;   0.0000;   0.0000;   0.0000;   0.0000;   1.7479;   0.0000;  26.9022
 97.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  67.5131;   0.0000;   0.0000;   0.0000;   0.0000;   0.9982;   0.0000;  26.1525
 98.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  71.4844;   0.0000;   0.0000;   0.0000;   0.0000;   3.2398;   0.0000;  28.3941
 99.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  75.4558;   0.0000;   0.0000;   0.0000;   0.0000;   5.5626;   0.0000;  30.7169
100.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  79.4271;   0.0000;   0.0000;   0.0000;   0.0000;   6.7258;   0.0000;  31.8801
101.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  83.3985;   0.0000;   0.0000;   0.0000;   0.0000;   4.8351;   0.0000;  29.9894
102.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  87.3698;   0.0000;   0.0000;   0.0000;   0.0000;   1.9067;   0.0000;  27.0610
103.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  91.3412;   0.0000;   0.0000;   0.0000;   0.0000;   0.8250;   0.0410;  25.9383
104.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  95.3126;   0.0000;   0.0000;   0.0000;   0.0000;   2.8139;   0.7042;  27.2641
105.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  99.2839;   0.0000;   0.0000;   0.0000;   0.0000;   1.2058;   1.9506;  24.4095
106.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  99.2839;   0.0000;   0.0000;   0.0000;   2.2790;   0.0000;   1.9469;  20.7241
107.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000; 103.2553;   0.0000;   0.0000;   0.0000;   0.0000;   1.5163;   4.1001;  22.5705
108.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000; 107.2266;   0.0000;   0.0000;   0.0000;   0.0000;   1.4206;   5.2785;  21.2965
109.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000; 107.2266;   0.0000;   0.0000;   0.0000;   6.3136;   0.0000;   5.4087;  13.2277
110.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000; 107.2266;   0.0000;   0.0000;   0.0000;  11.2810;   0.0000;   5.2753;   8.3938
111.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000; 107.2266;   0.0000;   0.0000;   0.0000;  15.8421;   0.0000;   3.0960;   6.0119
112.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000; 107.2266;   0.0000;   0.0000;   0.0000;  12.8655;   0.0000;   7.0697;   5.0149
113.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000; 107.2266;   0.0000;   0.0000;   0.0000;  15.0895;   0.0000;   3.4940;   6.3664
114.0000;  19.7599; 395.9902; 500.0000;   0.0000; 104.0098;   0.0000;   0.0000;   0.0000;   0.0000;   9.0625;   0.0000;   1.8346;   8.8628
115.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;   0.0000;   0.0000;   0.0000;   0.0000;   9.8944;   0.0000;   0.0000;  15.0556
116.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;   0.0000;   0.0000;   0.0000;   0.0000;   3.8086;   0.0000;   0.0000;  21.1414
117.0000;  25.1374; 500.0000; 500.0000;   3.7564;   0.0000;   3.6437;   0.0000;   0.0000;   0.0000;   0.0000;   1.0188;   0.0000;  26.1562
118.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;   7.6151;   0.0000;   0.0000;   0.0000;   0.0000;   4.8942;   0.0000;  30.0485
119.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;   7.6151;   0.0000;   0.0000;   0.0000;   0.0000;   8.6251;   0.0000;  33.5751
120.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  11.5864;   0.0000;   0.0000;   0.0000;   0.0000;   8.8639;   0.0000;  34.0182
121.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  15.5578;   0.0000;   0.0000;   0.0000;   0.0000;   7.2539;   0.0000;  32.4082
122.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  15.5578;   0.0000;   0.0000;   0.0000;   0.0000;   6.9116;   0.0000;  31.8616
123.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  19.5291;   0.0000;   0.0000;   0.0000;   0.0000;   6.5412;   0.0000;  31.6955
124.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  23.5005;   0.0000;   0.0000;   0.0000;   0.0000;   6.4931;   0.0000;  31.6474
125.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  27.4718;   0.0000;   0.0000;   0.0000;   0.0000;   7.5788;   0.0000;  32.7331
126.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  27.4718;   0.0000;   0.0000;   0.0000;   0.0000;   8.7233;   0.0022;  33.6711
127.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  31.4432;   0.0000;   0.0000;   0.0000;   0.0000;   8.8116;   0.0622;  33.9038
128.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  35.4145;   0.0000;   0.0000;   0.0000;   0.0000;  11.0717;   1.6074;  34.6186
129.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  35.4145;   0.0000;   0.0000;   0.0000;   0.0000;  14.3338;   4.6652;  34.6186
130.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  39.3859;   0.0000;   0.0000;   0.0000;   0.0000;  15.6409;   6.1766;  34.6186
131.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  43.3573;   0.0000;   0.0000;   0.0000;   0.0000;  17.7959;   8.3316;  34.6186
132.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  43.3573;   0.0000;   0.0000;   0.0000;   0.0000;  16.2949;   7.4778;  33.7671
133.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  47.3286;   0.0000;   0.0000;   0.0000;   0.0000;  16.8236;   9.8689;  32.1090
134.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  47.3286;   0.0000;   0.0000;   0.0000;   0.0000;  15.5522;  10.0401;  30.4621
135.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  51.3000;   0.0000;   0.0000;   0.0000;   0.0000;  14.6958;  10.0786;  29.7715
136.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  51.3000;   0.0000;   0.0000;   0.0000;   0.0000;  13.1386;   6.7883;  31.3003
137.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  55.2713;   0.0000;   0.0000;   0.0000;   0.0000;  11.9022;   4.4046;  32.6519
138.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.2713;   0.0000;   0.0000;   0.0000;   0.0000;  12.7711;   5.3536;  32.3675
139.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.2713;   0.0000;   0.0000;   0.0000;   0.0000;   7.2662;   0.0000;  32.2162
140.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  55.2713;   0.0000;   0.0000;   0.0000;   0.0000;   6.5756;   0.0000;  31.5256
141.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  59.2427;   0.0000;   0.0000;   0.0000;   0.0000;   9.0486;   0.0000;  34.2029
142.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  59.2427;   0.0000;   0.0000;   0.0000;   0.0000;   9.6686;   0.0000;  34.6186
143.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  63.2140;   0.0000;   0.0000;   0.0000;   0.0000;   9.4643;   0.0000;  34.6186
144.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  63.2140;   0.0000;   0.0000;   0.0000;   0.0000;   9.6686;   0.0000;  34.6186
145.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  67.1854;   0.0000;   0.0000;   0.0000;   0.0000;   9.4643;   0.0000;  34.6186
146.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  67.1854;   0.0000;   0.0000;   0.0000;   0.0000;   9.6686;   0.0000;  34.6186
147.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  71.1568;   0.0000;   0.0000;   0.0000;   0.0000;   9.4643;   0.0000;  34.6186
148.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  71.1568;   0.0000;   0.0000;   0.0000;   0.0000;   9.6686;   0.0000;  34.6186
149.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  75.1281;   0.0000;   0.0000;   0.0000;   0.0000;   9.4643;   0.0000;  34.6186
150.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  75.1281;   0.0000;   0.0000;   0.0000;   0.0000;   9.6807;   0.0121;  34.6186
151.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  79.0995;   0.0000;   0.0000;   0.0000;   0.0000;   9.5400;   0.0756;  34.6186
152.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  79.0995;   0.0000;   0.0000;   0.0000;   0.0000;  11.8929;   2.2243;  34.6186
153.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  79.0995;   0.0000;   0.0000;   0.0000;   0.0000;  15.4374;   5.7688;  34.6186
154.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  79.0995;   0.0000;   0.0000;   0.0000;   0.0000;  17.1830;   7.5144;  34.6186
155.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  83.0708;   0.0000;   0.0000;   0.0000;   0.0000;  18.3721;   8.9078;  34.6186
156.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  83.0708;   0.0000;   0.0000;   0.0000;   0.0000;  17.2453;   9.3662;  32.8291
157.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  87.0422;   0.0000;   0.0000;   0.0000;   0.0000;  15.8279;  11.3363;  29.6460
158.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  87.0422;   0.0000;   0.0000;   0.0000;   0.0000;  12.8360;  10.9650;  26.8209
159.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  91.0135;   0.0000;   0.0000;   0.0000;   0.0000;   9.8349;  11.0967;  23.8925
160.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  91.0135;   0.0000;   0.0000;   0.0000;   0.0000;   7.4784;   9.1157;  23.3128
161.0000;  25.1543; 500.0000; 500.0000;   4.0942;   0.0000;  94.9849;   0.0000;   0.0000;   0.0000;   0.0000;   5.7980;   6.5391;  24.4132
162.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  94.9849;   0.0000;   0.0000;   0.0000;   0.0000;   3.0141;   3.0929;  24.8711
163.0000;  24.9500; 500.0000; 500.0000;   0.0000;   0.0000;  94.9849;   0.0000;   0.0000;   0.0000;   0.0000;   0.6855;   0.0000;  25.6355
