h;PEL_subproblem_main;mHydr_direct_subproblem_main;mHydr_sell_subproblem_main;mHST_in_subproblem_main;mHST_out_subproblem_main;mHST_subproblem_main;EBESS_subproblem_main;PBESSc_subproblem_main;PBESSd_subproblem_main;Ppurch_subproblem_main;Psell_subproblem_main;PPV_subproblem_main;PWT_subproblem_main ;Balance P ;Balance H2
4176;1122.0821;20000;20000;37.1807;0;216.3918;0;0;0;0;393.7899;0;1515.872;0;0
4177;1122.0821;20000;20000;37.1807;0;252.4571;0;0;0;0;396.9336;0;1519.0158;1.00E-04;0
4178;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;374.0303;0;1496.1124;0;0
4179;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;380.5339;0;1502.616;0;0
4180;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;393.2273;0;1515.3094;0;0
4181;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;415.186;0;1537.2682;1.00E-04;0
4182;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;421.3762;0;1543.4583;0;0
4183;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;457.1538;43.2264;1536.0096;1.00E-04;0
4184;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;576.0022;189.423;1508.6613;0;0
4185;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;632.0904;251.125;1503.0476;1.00E-04;0
4186;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;646.1539;289.3171;1478.919;1.00E-04;0
4187;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;625.8032;296.009;1451.8763;0;0
4188;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;594.7638;309.8595;1406.9864;0;0
4189;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;541.4778;312.6014;1350.9585;0;0
4190;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;432.8465;278.7755;1276.1531;0;0
4191;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;336.46;265.0166;1193.5256;1.00E-04;0
4192;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;218.8368;223.0974;1117.8216;1.00E-04;0
4193;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;85.8692;120.9214;1087.0299;0;0
4194;1074.9415;19195.3833;20000;0;804.6167;0;0;0;0;18.7661;0;6.7147;1049.4606;-1.00E-04;-1.36E-12
4195;1122.0821;20000;20000;37.1807;0;36.0653;0;0;0;0;6.4;0;1128.4821;0;0
4196;1122.0821;20000;20000;37.1807;0;72.1306;0;0;0;0;152.649;0;1274.7311;0;0
4197;1122.0821;20000;20000;37.1807;0;108.1959;0;0;0;0;238.6826;0;1360.7648;1.00E-04;0
4198;1122.0821;20000;20000;37.1807;0;144.2612;0;0;0;0;257.6536;0;1379.7357;0;0
4199;1122.0821;20000;20000;37.1807;0;180.3265;0;0;0;0;305.8348;0;1427.9169;0;0
4200;1122.0821;20000;20000;37.1807;0;216.3918;0;0;0;0;363.6719;0;1485.7541;1.00E-04;0
4201;1122.0821;20000;20000;37.1807;0;252.4571;0;0;0;0;364.5926;0;1486.6747;0;0
4202;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;323.8647;0;1445.9469;1.00E-04;0
4203;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;326.6045;0;1448.6867;1.00E-04;0
4204;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;338.4482;0;1460.5304;1.00E-04;0
4205;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;359.5226;0;1481.6047;0;0
4206;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;361.3528;0;1483.4349;0;0
4207;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;391.1118;39.9054;1473.2885;0;0
4208;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;520.9185;170.5689;1472.4317;0;0
4209;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;586.5389;240.896;1467.725;0;0
4210;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;600.0597;304.5736;1417.5682;0;0
4211;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;528.6689;284.1796;1366.5714;0;0
4212;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;467.0336;297.7593;1291.3564;0;0
4213;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;415.0023;315.2479;1221.8366;0.0001;0
4214;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;335.6937;301.6384;1156.1374;0;0
4215;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;232.0586;281.8128;1072.3279;0;0
4216;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;138.1729;252.2555;1007.9996;1.00E-04;0
4217;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;5.3987;132.1946;995.2862;0;0
4218;1074.9415;19195.3833;20000;0;804.6167;0;0;0;0;57.8056;0;8.0094;1009.1264;-1.00E-04;-1.36E-12
4219;1122.0821;20000;20000;37.1807;0;36.0653;0;0;0;0;25.9403;0;1148.0224;0;0
4220;1120;20000;20000;0;0;36.0653;0;0;0;0;186.2577;0;1306.2577;0;0
4221;1122.0821;20000;20000;37.1807;0;72.1306;0;0;0;0;249.8537;0;1371.9358;0;0
4222;1120;20000;20000;0;0;72.1306;0;0;0;0;254.2528;0;1374.2528;0;0
4223;1122.0821;20000;20000;37.1807;0;108.1959;0;0;0;0;291.6679;0;1413.75;0;0
4224;1120;20000;20000;0;0;108.1959;0;0;0;0;348.7871;0;1468.7871;0;0
4225;1122.0821;20000;20000;37.1807;0;144.2612;0;0;0;0;354.0183;0;1476.1004;0;0
4226;1120;20000;20000;0;0;144.2612;0;0;0;0;325.9219;0;1445.9219;0;0
4227;1120;20000;20000;0;0;144.2612;0;0;0;0;341.7713;0;1461.7713;0;0
4228;1122.0821;20000;20000;37.1807;0;180.3265;0;0;0;0;331.8069;0;1453.889;0;0
4229;1122.0821;20000;20000;37.1807;0;216.3918;0;0;0;0;329.9153;0;1451.9974;0;0
4230;1120;20000;20000;0;0;216.3918;0;0;0;0;320.6883;0;1440.6883;0;0
4231;1120;20000;20000;0;0;216.3918;0;0;0;0;345.0452;41.4396;1423.6056;0;0
4232;1120;20000;20000;0;0;216.3918;0;0;0;0;477.8498;185.7816;1412.0682;0;0
4233;1120;20000;20000;0;0;216.3918;0;0;0;0;537.4377;248.6982;1408.7395;0;0
4234;1120;20000;20000;0;0;216.3918;0;0;0;0;569.4365;301.7629;1387.6736;0;0
4235;1121.0737;20000;20000;19.1728;0;234.9894;0;0;0;0;558.0975;310.7477;1368.4234;-1.00E-04;0
4236;1122.0821;20000;20000;37.1807;0;271.0547;0;0;0;0;523.4662;332.4859;1313.0625;0.0001;0
4237;1122.0821;20000;20000;37.1807;0;307.12;0;0;0;0;475.8476;345.1811;1252.7486;0;0
4238;1122.0821;20000;20000;37.1807;0;343.1853;0;0;0;0;400.2674;328.5203;1193.8292;0;0
4239;1122.0821;20000;20000;37.1807;0;379.2506;0;0;0;0;302.2446;291.3665;1132.9602;0;0
4240;1122.0821;20000;20000;37.1807;0;415.3159;0;0;0;0;204.7541;239.3583;1087.4779;0;0
4241;1122.0821;20000;20000;37.1807;0;451.3812;0;0;0;0;101.5439;129.9314;1093.6946;0;0
4242;1095.481;19562.1603;20000;0;437.8397;0;0;0;0;0;0;7.3965;1088.0845;0;4.55E-13
4243;1120.1207;20000;20000;2.1553;0;2.0907;0;0;0;0;56.5494;0;1176.6701;0;0
4244;1122.0821;20000;20000;37.1807;0;38.156;0;0;0;0;188.6115;0;1310.6936;0;0
4245;1122.0821;20000;20000;37.1807;0;74.2213;0;0;0;0;244.327;0;1366.4092;1.00E-04;0
4246;1122.0821;20000;20000;37.1807;0;110.2866;0;0;0;0;247.3135;0;1369.3957;1.00E-04;0
4247;1122.0821;20000;20000;37.1807;0;146.3519;0;0;0;0;283.9381;0;1406.0202;0;0
4248;1122.0821;20000;20000;37.1807;0;182.4172;0;0;0;0;329.0532;0;1451.1353;0;0
4249;1122.0821;20000;20000;37.1807;0;218.4825;0;0;0;0;335.6921;0;1457.7742;0;0
4250;1122.0821;20000;20000;37.1807;0;254.5478;0;0;0;0;306.6487;0;1428.7309;1.00E-04;0
4251;1122.0821;20000;20000;37.1807;0;290.613;0;0;0;0;307.2846;0;1429.3667;0;0
4252;1122.0821;20000;20000;37.1807;0;326.6783;0;0;0;0;329.8781;0;1451.9602;0;0
4253;1122.0821;20000;20000;37.1807;0;362.7436;0;0;0;0;370.6799;0;1492.7621;1.00E-04;0
4254;1122.0821;20000;20000;37.1807;0;398.8089;0;0;0;0;365.3256;0;1487.4077;0;0
4255;1122.0821;20000;20000;37.1807;0;434.8742;0;0;0;0;408.5244;39.8491;1490.7575;1.00E-04;0
4256;1120;20000;20000;0;0;434.8742;0;0;0;0;540.9099;178.9709;1481.939;0;0
4257;1122.0821;20000;20000;37.1807;0;470.9395;0;0;0;0;609.6356;248.6926;1483.0251;0;0
4258;1122.0821;20000;20000;37.1807;0;507.0048;0;0;0;0;634.3656;299.1727;1457.275;0;0
4259;1120;20000;20000;0;0;507.0048;0;0;0;0;599.4087;305.949;1413.4596;-1.00E-04;0
4260;1122.0821;20000;20000;37.1807;0;543.0701;0;0;0;0;549.0016;322.7953;1348.2884;0;0
4261;1122.0821;20000;20000;37.1807;0;579.1354;0;0;0;0;499.4288;321.4139;1300.0969;-0.0001;0
4262;1122.0821;20000;20000;37.1807;0;615.2007;0;0;0;0;444.8504;314.4158;1252.5167;0;0
4263;1120;20000;20000;0;0;615.2007;0;0;0;0;371.3023;305.3346;1185.9677;0;0
4264;1120;20000;20000;0;0;615.2007;0;0;0;0;273.852;257.7226;1136.1295;0.0001;0
4265;1122.0821;20000;20000;37.1807;0;651.266;0;0;0;0;141.3434;148.3538;1115.0717;0;0
4266;1088.5414;19438.2387;20000;0;561.7613;72.1306;0;0;0;0;0;9.9068;1078.6346;0;-1.71E-12
4267;1120;20000;20000;0;0;72.1306;0;0;0;0;36.5797;0;1156.5797;0;0
4268;1122.0821;20000;20000;37.1807;0;108.1959;0;0;0;0;171.519;0;1293.6011;0;0
4269;1122.0821;20000;20000;37.1807;0;144.2612;0;0;0;0;257.4562;0;1379.5383;0;0
4270;1120;20000;20000;0;0;144.2612;0;0;0;0;295.7879;0;1415.7879;0;0
4271;1122.0821;20000;20000;37.1807;0;180.3265;0;0;0;0;315.3769;0;1437.459;0;0
4272;1122.0821;20000;20000;37.1807;0;216.3918;0;0;0;0;326.2845;0;1448.3666;0;0
4273;1122.0821;20000;20000;37.1807;0;252.4571;0;0;0;0;311.7444;0;1433.8265;0;0
4274;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;290.7205;0;1412.8026;0;0
4275;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;309.6634;0;1431.7455;0;0
4276;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;323.8916;0;1445.9737;0;0
4277;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;339.3442;0;1461.4263;0;0
4278;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;334.9948;0;1457.0769;0;0
4279;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;379.997;39.194;1462.8852;1.00E-04;0
4280;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;527.9733;183.8666;1466.1887;-0.0001;0
4281;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;608.3972;244.5522;1485.9271;0;0
4282;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;617.077;293.7041;1445.455;0;0
4283;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;574.9326;293.237;1403.7777;0;0
4284;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;512.2217;296.0466;1338.2572;0;0
4285;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;464.4358;311.6771;1274.8409;1.00E-04;0
4286;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;390.7706;294.0124;1218.8403;0;0
4287;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;304.5798;272.7471;1153.9148;0;0
4288;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;210.5371;226.4677;1106.1515;0;0
4289;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;69.551;126.8716;1064.7615;0;0
4290;1074.9415;19195.3833;20000;0;804.6167;0;0;0;0;26.2942;0;8.3849;1040.2624;0;-1.36E-12
4291;1122.0821;20000;20000;37.1807;0;36.0653;0;0;0;0;33.1774;0;1155.2596;1.00E-04;0
4292;1122.0821;20000;20000;37.1807;0;72.1306;0;0;0;0;173.4668;0;1295.5489;0;0
4293;1122.0821;20000;20000;37.1807;0;108.1959;0;0;0;0;249.0286;0;1371.1107;0;0
4294;1122.0821;20000;20000;37.1807;0;144.2612;0;0;0;0;254.898;0;1376.9801;0;0
4295;1122.0821;20000;20000;37.1807;0;180.3265;0;0;0;0;303.0651;0;1425.1472;0;0
4296;1122.0821;20000;20000;37.1807;0;216.3918;0;0;0;0;361.2783;0;1483.3604;0;0
4297;1122.0821;20000;20000;37.1807;0;252.4571;0;0;0;0;357.9259;0;1480.008;0;0
4298;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;321.2699;0;1443.352;0;0
4299;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;315.6828;0;1437.7649;0;0
4300;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;326.6977;0;1448.7798;0;0
4301;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;346.6465;0;1468.7286;0;0
4302;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;346.7008;0;1468.7829;0;0
4303;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;387.3654;41.5786;1467.8689;0;0
4304;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;505.8827;185.8654;1442.0993;-0.0001;0
4305;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;584.3776;251.9644;1454.4953;0;0
4306;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;632.7376;315.6212;1439.1986;1.00E-04;0
4307;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;601.5041;315.8065;1407.7798;1.00E-04;0
4308;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;552.4488;327.2239;1347.307;0;0
4309;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;476.7775;315.9359;1282.9238;1.00E-04;0
4310;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;394.0659;309.0503;1207.0977;0;0
4311;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;291.9163;286.5565;1127.442;0.0001;0
4312;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;187.9974;248.1468;1061.9327;0;0
4313;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;53.672;134.0559;1041.6982;0;0
4314;1074.9415;19195.3833;20000;0;804.6167;0;0;0;0;11.9123;0;9.8925;1053.1367;0;-1.36E-12
4315;1122.0821;20000;20000;37.1807;0;36.0653;0;0;0;0;55.2666;0;1177.3487;0;0
4316;1122.0821;20000;20000;37.1807;0;72.1306;0;0;0;0;211.2731;0;1333.3552;0;0
4317;1122.0821;20000;20000;37.1807;0;108.1959;0;0;0;0;267.7384;0;1389.8205;0;0
4318;1122.0821;20000;20000;37.1807;0;144.2612;0;0;0;0;250.746;0;1372.8282;1.00E-04;0
4319;1122.0821;20000;20000;37.1807;0;180.3265;0;0;0;0;275.3098;0;1397.3919;0;0
4320;1122.0821;20000;20000;37.1807;0;216.3918;0;0;0;0;338.2314;0;1460.3135;0;0
4321;1122.0821;20000;20000;37.1807;0;252.4571;0;0;0;0;357.1203;0;1479.2024;0;0
4322;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;340.1658;0;1462.2479;0;0
4323;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;335.2174;0;1457.2995;0;0
4324;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;343.8429;0;1465.925;0;0
4325;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;367.0049;0;1489.0871;1.00E-04;0
4326;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;362.9624;0;1485.0446;1.00E-04;0
4327;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;400.8797;37.433;1485.5288;0;0
4328;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;504.4476;170.4985;1456.0312;0;0
4329;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;571.6787;236.8013;1456.9595;0;0
4330;1120.8101;20000;20000;14.4656;0;555.0111;0;0;0;0;607.4558;288.1762;1440.0897;0;0
4331;1122.0821;20000;20000;37.1807;0;591.0764;0;0;0;0;584.8983;295.4538;1411.5266;0;0
4332;1122.0821;20000;20000;37.1807;0;627.1417;0;0;0;0;546.8973;313.5547;1355.4247;0;0
4333;1122.0821;20000;20000;37.1807;0;663.207;0;0;0;0;500.5864;323.1413;1299.5273;1.00E-04;0
4334;1122.0821;20000;20000;37.1807;0;699.2722;0;0;0;0;422.6024;312.2172;1232.4673;0;0
4335;1122.0821;20000;20000;37.1807;0;735.3375;0;0;0;0;307.7428;281.1105;1148.7145;1.00E-04;0
4336;1122.0821;20000;20000;37.1807;0;771.4028;0;0;0;0;191.9506;225.5653;1088.4675;1.00E-04;0
4337;1122.0821;20000;20000;37.1807;0;807.4681;0;0;0;0;80.5676;128.4195;1074.2302;0;0
4338;1076.1383;19216.7559;20000;0;783.2441;0;0;0;0;0;0;9.2514;1066.887;1.00E-04;0
4339;1122.0821;20000;20000;37.1807;0;36.0653;0;0;0;0;60.4398;0;1182.5219;0;0
4340;1122.0821;20000;20000;37.1807;0;72.1306;0;0;0;0;209.7579;0;1331.84;0;0
4341;1122.0821;20000;20000;37.1807;0;108.1959;0;0;0;0;277.9011;0;1399.9832;0;0
4342;1122.0821;20000;20000;37.1807;0;144.2612;0;0;0;0;281.8762;0;1403.9583;0;0
4343;1122.0821;20000;20000;37.1807;0;180.3265;0;0;0;0;322.2387;0;1444.3208;0;0
4344;1122.0821;20000;20000;37.1807;0;216.3918;0;0;0;0;386.6136;0;1508.6957;0;0
4345;1122.0821;20000;20000;37.1807;0;252.4571;0;0;0;0;276.6445;0;1398.7266;0;0
4346;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;250.2614;0;1372.3435;0;0
4347;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;259.6738;0;1381.756;1.00E-04;0
4348;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;213.0903;0;1335.1724;0;0
4349;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;194.266;0;1316.3482;1.00E-04;0
4350;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;196.9301;0;1319.0122;0;0
4351;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;232.6341;44.0509;1310.6654;1.00E-04;0
4352;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;399.0843;200.8123;1320.3541;0;0
4353;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;465.4526;262.946;1324.5888;1.00E-04;0
4354;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;425.3618;274.9317;1272.5123;1.00E-04;0
4355;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;381.5584;280.5283;1223.1123;1.00E-04;0
4356;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;354.2593;292.7712;1183.5702;0;0
4357;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;305.0596;282.8381;1144.3036;0;0
4358;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;223.2955;263.7219;1081.6557;0;0
4359;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;124.0496;238.921;1007.2107;0;0
4360;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;84.7943;192.4938;1014.3827;1.00E-04;0
4361;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;17.0914;122.537;1016.6365;0;0
4362;1074.9415;19195.3833;20000;0;804.6167;0;0;0;0;63.3499;0;3.7834;1007.8082;0;-1.36E-12
4363;1122.0821;20000;20000;37.1807;0;36.0653;0;0;0;0;22.4653;0;1144.5474;0;0
4364;1122.0821;20000;20000;37.1807;0;72.1306;0;0;0;0;142.8648;0;1264.9469;0;0
4365;1122.0821;20000;20000;37.1807;0;108.1959;0;0;0;0;165.0896;0;1287.1718;1.00E-04;0
4366;1122.0821;20000;20000;37.1807;0;144.2612;0;0;0;0;239.6838;0;1361.7659;0;0
4367;1122.0821;20000;20000;37.1807;0;180.3265;0;0;0;0;288.5968;0;1410.6789;0;0
4368;1122.0821;20000;20000;37.1807;0;216.3918;0;0;0;0;299.4783;0;1421.5604;0;0
4369;1122.0821;20000;20000;37.1807;0;252.4571;0;0;0;0;275.0903;0;1397.1724;0;0
4370;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;253.3179;0;1375.4;0;0
4371;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;258.8854;0;1380.9675;0;0
4372;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;222.2544;0;1344.3365;0;0
4373;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;204.4086;0;1326.4908;1.00E-04;0
4374;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;212.7171;0;1334.7992;0;0
4375;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;243.9032;39.5874;1326.3979;0;0
4376;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;423.2788;186.9368;1358.4241;0;0
4377;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;441.1984;250.3597;1312.9208;0;0
4378;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;429.7897;280.8523;1271.0195;0;0
4379;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;406.8683;295.1777;1233.7727;0;0
4380;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;361.2311;301.9207;1181.3925;0;0
4381;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;313.0243;311.6434;1123.463;0;0
4382;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;232.8049;281.3534;1073.5336;0;0
4383;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;144.0835;253.1049;1013.0607;0;0
4384;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;123.4536;201.6786;1043.8572;1.00E-04;0
4385;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;91.2625;132.1631;1081.1815;0;0
4386;1074.9415;19195.3833;20000;0;804.6167;0;0;0;0;5.7685;0;4.4239;1064.749;-1.00E-04;-1.36E-12
4387;1122.0821;20000;20000;37.1807;0;36.0653;0;0;0;0;85.0117;0;1207.0938;0;0
4388;1122.0821;20000;20000;37.1807;0;72.1306;0;0;0;0;192.9366;0;1315.0187;0;0
4389;1122.0821;20000;20000;37.1807;0;108.1959;0;0;0;0;210.9818;0;1333.0639;0;0
4390;1122.0821;20000;20000;37.1807;0;144.2612;0;0;0;0;273.3385;0;1395.4206;0;0
4391;1122.0821;20000;20000;37.1807;0;180.3265;0;0;0;0;305.7237;0;1427.8058;0;0
4392;1122.0821;20000;20000;37.1807;0;216.3918;0;0;0;0;305.2565;0;1427.3386;0;0
4393;1122.0821;20000;20000;37.1807;0;252.4571;0;0;0;0;282.0419;0;1404.124;0;0
4394;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;257.4279;0;1379.51;0;0
4395;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;268.2577;0;1390.3398;0;0
4396;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;233.8268;0;1355.9089;0;0
4397;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;202.4237;0;1324.5058;0;0
4398;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;196.2549;0;1318.337;0;0
4399;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;228.1631;42.6229;1307.6223;0;0
4400;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;360.1598;191.7064;1290.5355;0;0
4401;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;438.803;265.4419;1295.4433;1.00E-04;0
4402;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;413.8502;284.2764;1251.6559;0;0
4403;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;375.9338;303.7204;1194.2955;0;0
4404;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;324.8604;299.4443;1147.4981;-0.0001;0
4405;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;300.207;310.4116;1111.8775;0;0
4406;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;215.2617;286.2049;1051.139;1.00E-04;0
4407;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;138.1937;267.4404;992.8354;0;0
4408;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;77.6514;193.0302;1006.7034;1.00E-04;0
4409;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;12.019;119.2933;1014.8078;0;0
4410;1074.9415;19195.3833;20000;0;804.6167;0;0;0;0;77.9776;0;4.7503;992.2136;0;-1.36E-12
4411;1122.0821;20000;20000;37.1807;0;36.0653;0;0;0;0;7.4182;0;1129.5003;0;0
4412;1122.0821;20000;20000;37.1807;0;72.1306;0;0;0;0;132.2719;0;1254.354;0;0
4413;1122.0821;20000;20000;37.1807;0;108.1959;0;0;0;0;155.4316;0;1277.5137;0;0
4414;1122.0821;20000;20000;37.1807;0;144.2612;0;0;0;0;217.9015;0;1339.9837;1.00E-04;0
4415;1122.0821;20000;20000;37.1807;0;180.3265;0;0;0;0;257.6514;0;1379.7336;1.00E-04;0
4416;1122.0821;20000;20000;37.1807;0;216.3918;0;0;0;0;271.5894;0;1393.6716;1.00E-04;0
4417;1122.0821;20000;20000;37.1807;0;252.4571;0;0;0;0;259.855;0;1381.9371;0;0
4418;1122.0821;20000;20000;37.1807;0;288.5224;0;0;0;0;244.6844;0;1366.7666;1.00E-04;0
4419;1122.0821;20000;20000;37.1807;0;324.5877;0;0;0;0;247.0845;0;1369.1666;0;0
4420;1122.0821;20000;20000;37.1807;0;360.653;0;0;0;0;234.9094;0;1356.9916;1.00E-04;0
4421;1122.0821;20000;20000;37.1807;0;396.7183;0;0;0;0;217.2258;0;1339.3079;0;0
4422;1122.0821;20000;20000;37.1807;0;432.7835;0;0;0;0;236.96;0;1359.0421;0;0
4423;1122.0821;20000;20000;37.1807;0;468.8488;0;0;0;0;254.463;43.1786;1333.3665;0;0
4424;1122.0821;20000;20000;37.1807;0;504.9141;0;0;0;0;411.2016;191.5155;1341.7682;0;0
4425;1122.0821;20000;20000;37.1807;0;540.9794;0;0;0;0;422.3704;265.6937;1278.7588;0;0
4426;1122.0821;20000;20000;37.1807;0;577.0447;0;0;0;0;401.0759;275.0118;1248.1462;0;0
4427;1122.0821;20000;20000;37.1807;0;613.11;0;0;0;0;373.81;286.5753;1209.3169;1.00E-04;0
4428;1122.0821;20000;20000;37.1807;0;649.1753;0;0;0;0;333.0638;296.156;1158.99;1.00E-04;0
4429;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;300.1088;298.8179;1123.373;0;0
4430;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;241.4014;290.5722;1072.9113;0;0
