h;PEL_subproblem_main;mHydr_direct_subproblem_main;mHydr_sell_subproblem_main;mHST_in_subproblem_main;mHST_out_subproblem_main;mHST_subproblem_main;EBESS_subproblem_main;PBESSc_subproblem_main;PBESSd_subproblem_main;Ppurch_subproblem_main;Psell_subproblem_main;PPV_subproblem_main;PWT_subproblem_main ;Balance P ;Balance H2
1110;1120;20000;20000;0;0;829.5018;0;0;0;93.706;0;0;1026.294;0;0
1111;1120;20000;20000;0;0;829.5018;0;0;0;171.4561;0;20.1335;928.4103;-1.00E-04;0
1112;1120;20000;20000;0;0;829.5018;0;0;0;75.9643;0;97.4456;946.5901;0;0
1113;1120;20000;20000;0;0;829.5018;0;0;0;4.2459;0;200.9203;914.8338;0;0
1114;1120;20000;20000;0;0;829.5018;0;0;0;45.0105;0;233.6574;841.332;-1.00E-04;0
1115;1120;20000;20000;0;0;829.5018;0;0;0;156.3314;0;260.6534;703.0152;0;0
1116;1120;20000;20000;0;0;829.5018;0;0;0;311.8447;0;262.0795;546.0759;0.0001;0
1117;1120;20000;20000;0;0;829.5018;0;0;0;341.6268;0;278.8317;499.5415;0;0
1118;1120;20000;20000;0;0;829.5018;0;0;0;384.8177;0;266.8449;468.3374;0;0
1119;1120;20000;20000;0;0;829.5018;0;0;0;426.5423;0;276.1862;417.2715;0;0
1120;1120;20000;20000;0;0;829.5018;0;0;0;448.5393;0;256.2083;415.2524;0;0
1121;1120;20000;20000;0;0;829.5018;0;0;0;465.7017;0;226.5303;427.768;0;0
1122;1120;20000;20000;0;0;829.5018;0;0;0;517.402;0;121.5213;481.0767;0;0
1123;1120;20000;20000;0;0;829.5018;0;0;0;485.5422;0;0;634.4578;0;0
1124;1120;20000;20000;0;0;829.5018;0;0;0;341.1076;0;0;778.8924;0;0
1125;1120;20000;20000;0;0;829.5018;0;0;0;263.4047;0;0;856.5953;0;0
1126;1120;20000;20000;0;0;829.5018;0;0;0;229.9552;0;0;890.0448;0;0
1127;1120;20000;20000;0;0;829.5018;0;0;0;223.1378;0;0;896.8622;0;0
1128;1116.0819;19930.0333;20000;0;69.9667;757.3712;0;0;0;114.3365;0;0;1001.7453;-1.00E-04;8.53E-13
1129;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;10.3439;0;1132.4261;1.00E-04;0
1130;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;2.2084;0;1124.2905;0;0
1131;1120;20000;20000;0;0;829.5018;0;0;0;20.6549;0;0;1099.3451;0;0
1132;1120;20000;20000;0;0;829.5018;0;0;0;53.8933;0;0;1066.1067;0;0
1133;1120;20000;20000;0;0;829.5018;0;0;0;17.1915;0;0;1102.8085;0;0
1134;1120;20000;20000;0;0;829.5018;0;0;0;116.0353;0;0;1003.9647;0;0
1135;1120;20000;20000;0;0;829.5018;0;0;0;192.9842;0;21.9903;905.0255;0;0
1136;1116.0819;19930.0333;20000;0;69.9667;757.3712;0;0;0;70.1496;0;109.5392;936.3931;0;8.53E-13
1137;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;5.6015;226.1327;901.5509;0;0
1138;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;5.0994;258.1449;869.0366;0;0
1139;1120;20000;20000;0;0;829.5018;0;0;0;76.6989;0;263.2156;780.0855;0;0
1140;1120;20000;20000;0;0;829.5018;0;0;0;212.3938;0;267.5522;640.0539;-1.00E-04;0
1141;1120;20000;20000;0;0;829.5018;0;0;0;266.3915;0;274.2472;579.3612;-1.00E-04;0
1142;1120;20000;20000;0;0;829.5018;0;0;0;311.923;0;268.6232;539.4539;1.00E-04;0
1143;1120;20000;20000;0;0;829.5018;0;0;0;362.5939;0;274.921;482.4851;0;0
1144;1120;20000;20000;0;0;829.5018;0;0;0;350.2842;0;271.6789;498.0369;0;0
1145;1120;20000;20000;0;0;829.5018;0;0;0;375.2052;0;223.6656;521.1292;0;0
1146;1120;20000;20000;0;0;829.5018;0;0;0;426.0783;0;123.5843;570.3374;0;0
1147;1120;20000;20000;0;0;829.5018;0;0;0;448.33;0;0;671.67;0;0
1148;1120;20000;20000;0;0;829.5018;0;0;0;379.3663;0;0;740.6337;0;0
1149;1120;20000;20000;0;0;829.5018;0;0;0;217.7067;0;0;902.2933;0;0
1150;1120;20000;20000;0;0;829.5018;0;0;0;151.3314;0;0;968.6686;0;0
1151;1120;20000;20000;0;0;829.5018;0;0;0;140.1576;0;0;979.8424;0;0
1152;1110.2047;19825.0833;20000;0;174.9167;649.1753;0;0;0;75.3321;0;0;1034.8725;-1.00E-04;1.59E-12
1153;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;7.9866;0;1130.0687;0;0
1154;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;32.0933;0;1154.1754;0;0
1155;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;19.5041;0;1141.5862;0;0
1156;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;8.7975;0;1130.8797;1.00E-04;0
1157;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;64.3392;0;1186.4213;0;0
1158;1120;20000;20000;0;0;829.5018;0;0;0;48.9301;0;0;1071.0699;0;0
1159;1120;20000;20000;0;0;829.5018;0;0;0;128.6479;0;21.8204;969.5316;-1.00E-04;0
1160;1120;20000;20000;0;0;829.5018;0;0;0;90.4078;0;102.4877;927.1045;0;0
1161;1120;20000;20000;0;0;829.5018;0;0;0;2.7426;0;200.6374;916.62;0;0
1162;1120;20000;20000;0;0;829.5018;0;0;0;39.8965;0;228.7369;851.3667;1.00E-04;0
1163;1120;20000;20000;0;0;829.5018;0;0;0;126.0463;0;265.3102;728.6435;0;0
1164;1120;20000;20000;0;0;829.5018;0;0;0;260.3574;0;286.1564;573.4862;0;0
1165;1120;20000;20000;0;0;829.5018;0;0;0;318.5876;0;288.7278;512.6846;0;0
1166;1120;20000;20000;0;0;829.5018;0;0;0;356.1837;0;284.6521;479.1642;0;0
1167;1120;20000;20000;0;0;829.5018;0;0;0;400.9928;0;280.5831;438.4241;0;0
1168;1120;20000;20000;0;0;829.5018;0;0;0;419.3518;0;283.8897;416.7584;-1.00E-04;0
1169;1120;20000;20000;0;0;829.5018;0;0;0;445.7991;0;233.6728;440.5281;0;0
1170;1120;20000;20000;0;0;829.5018;0;0;0;482.4845;0;123.4658;514.0498;1.00E-04;0
1171;1120;20000;20000;0;0;829.5018;0;0;0;409.1914;0;0;710.8086;0;0
1172;1120;20000;20000;0;0;829.5018;0;0;0;241.5377;0;0;878.4623;0;0
1173;1120;20000;20000;0;0;829.5018;0;0;0;192.1584;0;0;927.8416;0;0
1174;1120;20000;20000;0;0;829.5018;0;0;0;169.4799;0;0;950.5201;0;0
1175;1120;20000;20000;0;0;829.5018;0;0;0;139.9168;0;0;980.0832;0;0
1176;1110.2047;19825.0833;20000;0;174.9167;649.1753;0;0;0;50.5216;0;0;1059.6831;0;1.59E-12
1177;1122.0821;20000;20000;37.1807;0;685.2406;0;0;0;0;10.832;0;1132.9142;1.00E-04;0
1178;1122.0821;20000;20000;37.1807;0;721.3059;0;0;0;0;8.0805;0;1130.1626;0;0
1179;1122.0821;20000;20000;37.1807;0;757.3712;0;0;0;0;16.1083;0;1138.1904;0;0
1180;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;4.9642;0;1127.0463;0;0
1181;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;39.2739;0;1161.356;0;0
1182;1120;20000;20000;0;0;829.5018;0;0;0;42.927;0;0;1077.073;0;0
1183;1120;20000;20000;0;0;829.5018;0;0;0;101.9077;0;21.8444;996.2479;0;0
1184;1118.0409;19965.0167;20000;0;34.9833;793.4365;0;0;0;66.1513;0;99.5968;952.2929;1.00E-04;-1.28E-13
1185;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;1.0561;207.4167;915.7216;1.00E-04;0
1186;1120;20000;20000;0;0;829.5018;0;0;0;21.8893;0;250.4961;847.6146;0;0
1187;1120;20000;20000;0;0;829.5018;0;0;0;127.9353;0;265.4753;726.5893;-1.00E-04;0
1188;1120;20000;20000;0;0;829.5018;0;0;0;240.2599;0;295.3267;584.4134;0;0
1189;1120;20000;20000;0;0;829.5018;0;0;0;281.0469;0;299.4078;539.5452;-1.00E-04;0
1190;1120;20000;20000;0;0;829.5018;0;0;0;317.1745;0;310.4196;492.4059;0;0
1191;1120;20000;20000;0;0;829.5018;0;0;0;378.7575;0;299.9492;441.2933;0;0
1192;1120;20000;20000;0;0;829.5018;0;0;0;426.4721;0;270.783;422.7448;-1.00E-04;0
1193;1120;20000;20000;0;0;829.5018;0;0;0;443.2683;0;225.6552;451.0766;1.00E-04;0
1194;1120;20000;20000;0;0;829.5018;0;0;0;434.2164;0;125.8445;559.9391;0;0
1195;1120;20000;20000;0;0;829.5018;0;0;0;451.2142;0;0;668.7858;0;0
1196;1120;20000;20000;0;0;829.5018;0;0;0;326.9179;0;0;793.0821;0;0
1197;1120;20000;20000;0;0;829.5018;0;0;0;231.1933;0;0;888.8067;0;0
1198;1120;20000;20000;0;0;829.5018;0;0;0;193.3246;0;0;926.6754;0;0
1199;1120;20000;20000;0;0;829.5018;0;0;0;188.4003;0;0;931.5997;0;0
1200;1116.0819;19930.0333;20000;0;69.9667;757.3712;0;0;0;85.8324;0;0;1030.2495;0;8.53E-13
1201;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;15.0102;0;1137.0923;0;0
1202;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;1.7851;0;1123.8672;0;0
1203;1120;20000;20000;0;0;829.5018;0;0;0;32.7292;0;0;1087.2708;0;0
1204;1119.6427;19993.6188;20000;0;6.3812;822.9232;0;0;0;56.8368;0;0;1062.8058;-1.00E-04;-1.92E-13
1205;1120.3798;20000;20000;6.7821;0;829.5018;0;0;0;0;0;0;1120.3798;0;0
1206;1120;20000;20000;0;0;829.5018;0;0;0;60.3004;0;0;1059.6996;0;0
1207;1120;20000;20000;0;0;829.5018;0;0;0;137.6886;0;22.9418;959.3695;-1.00E-04;0
1208;1120;20000;20000;0;0;829.5018;0;0;0;78.8134;0;102.7352;938.4514;0;0
1209;1120;20000;20000;0;0;829.5018;0;0;0;6.9004;0;216.1531;896.9464;-1.00E-04;0
1210;1120;20000;20000;0;0;829.5018;0;0;0;13.1208;0;241.2155;865.6637;0;0
1211;1120;20000;20000;0;0;829.5018;0;0;0;119.053;0;263.1941;737.753;0.0001;0
1212;1120;20000;20000;0;0;829.5018;0;0;0;252.1912;0;279.9351;587.8737;0;0
1213;1120;20000;20000;0;0;829.5018;0;0;0;274.1768;0;312.3445;533.4787;0;0
1214;1120;20000;20000;0;0;829.5018;0;0;0;315.956;0;320.9437;483.1003;0;0
1215;1120;20000;20000;0;0;829.5018;0;0;0;393.2257;0;306.4009;420.3734;0;0
1216;1120;20000;20000;0;0;829.5018;0;0;0;426.8961;0;303.7378;389.366;-1.00E-04;0
1217;1120;20000;20000;0;0;829.5018;0;0;0;431.8693;0;245.8978;442.2329;0;0
1218;1120;20000;20000;0;0;829.5018;0;0;0;528.5872;0;119.2879;472.1249;0;0
1219;1120;20000;20000;0;0;829.5018;0;0;0;579.8249;0;0;540.1751;0;0
1220;1120;20000;20000;0;0;829.5018;0;0;0;472.3421;0;0;647.6579;0;0
1221;1120;20000;20000;0;0;829.5018;0;0;0;369.6734;0;0;750.3266;0;0
1222;1120;20000;20000;0;0;829.5018;0;0;0;298.2286;0;0;821.7714;0;0
1223;1120;20000;20000;0;0;829.5018;0;0;0;254.1694;0;0;865.8306;0;0
1224;1118.3168;19969.9431;20000;0;30.0569;798.5153;0;0;0;125.4363;0;0;992.8805;0;-4.12E-13
1225;1119.7241;19995.0736;20000;0;4.9264;793.4365;0;0;0;0;0;0;1119.7241;0;2.85E-13
1226;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;13.8852;0;1135.9673;0;0
1227;1120;20000;20000;0;0;829.5018;0;0;0;3.889;0;0;1116.111;0;0
1228;1118.0409;19965.0167;20000;0;34.9833;793.4365;0;0;0;60.7263;0;0;1057.3146;0;-1.28E-13
1229;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;11.7336;0;1133.8158;1.00E-04;0
1230;1120;20000;20000;0;0;829.5018;0;0;0;61.8815;0;0;1058.1185;0;0
1231;1120;20000;20000;0;0;829.5018;0;0;0;133.6017;0;21.7069;964.6913;-1.00E-04;0
1232;1118.0409;19965.0167;20000;0;34.9833;793.4365;0;0;0;51.8081;0;96.2876;969.9453;1.00E-04;-1.28E-13
1233;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;33.9999;210.3615;945.7205;0;0
1234;1120;20000;20000;0;0;829.5018;0;0;0;38.6593;0;228.8884;852.4523;0;0
1235;1120;20000;20000;0;0;829.5018;0;0;0;146.7751;0;262.853;710.3718;-1.00E-04;0
1236;1120;20000;20000;0;0;829.5018;0;0;0;295.9664;0;278.1865;545.8472;0.0001;0
1237;1120;20000;20000;0;0;829.5018;0;0;0;343.2551;0;287.3904;489.3545;0;0
1238;1120;20000;20000;0;0;829.5018;0;0;0;383.128;0;291.698;445.174;0;0
1239;1120;20000;20000;0;0;829.5018;0;0;0;425.9878;0;289.587;404.4252;0;0
1240;1120;20000;20000;0;0;829.5018;0;0;0;457.7491;0;275.2054;387.0456;1.00E-04;0
1241;1120;20000;20000;0;0;829.5018;0;0;0;480.9442;0;227.7644;411.2913;-1.00E-04;0
1242;1120;20000;20000;0;0;829.5018;0;0;0;487.1894;0;113.9357;518.875;1.00E-04;0
1243;1120;20000;20000;0;0;829.5018;0;0;0;506.2298;0;0;613.7702;0;0
1244;1120;20000;20000;0;0;829.5018;0;0;0;368.6115;0;0;751.3885;0;0
1245;1120;20000;20000;0;0;829.5018;0;0;0;274.9603;0;0;845.0397;0;0
1246;1120;20000;20000;0;0;829.5018;0;0;0;233.059;0;0;886.941;0;0
1247;1120;20000;20000;0;0;829.5018;0;0;0;229.2225;0;0;890.7775;0;0
1248;1116.0947;19930.2618;20000;0;69.7382;757.6067;0;0;0;122.1025;0;0;993.9922;0;-2.27E-13
1249;1122.0685;20000;20000;36.9379;0;793.4365;0;0;0;0;0;0;1122.0685;0;0
1250;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;19.8729;0;1141.955;0;0
1251;1120;20000;20000;0;0;829.5018;0;0;0;2.0592;0;0;1117.9408;0;0
1252;1118.0409;19965.0167;20000;0;34.9833;793.4365;0;0;0;0.4897;0;0;1117.5512;0;-1.28E-13
1253;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;36.1924;0;1158.2745;0;0
1254;1120;20000;20000;0;0;829.5018;0;0;0;59.7432;0;0;1060.2568;0;0
1255;1120;20000;20000;0;0;829.5018;0;0;0;140;0;20.6784;959.3216;0;0
1256;1116.0819;19930.0333;20000;0;69.9667;757.3712;0;0;0;37.866;0;107.5031;970.7128;0;8.53E-13
1257;1122.0821;20000;20000;37.1807;0;793.4365;0;0;0;0;27.5423;221.7133;927.9112;1.00E-04;0
1258;1122.0821;20000;20000;37.1807;0;829.5018;0;0;0;0;1.3956;248.3743;875.1035;1.00E-04;0
1259;1120;20000;20000;0;0;829.5018;0;0;0;92.7816;0;282.1494;745.069;0;0
1260;1120;20000;20000;0;0;829.5018;0;0;0;235.4525;0;292.969;591.5785;0;0
1261;1120;20000;20000;0;0;829.5018;0;0;0;266.7198;0;294.9287;558.3515;0;0
1262;1120;20000;20000;0;0;829.5018;0;0;0;295.297;0;307.4117;517.2912;-1.00E-04;0
1263;1120;20000;20000;0;0;829.5018;0;0;0;349.6944;0;301.879;468.4266;0;0
1264;1120;20000;20000;0;0;829.5018;0;0;0;383.6784;0;285.3383;450.9833;0;0
1265;1120;20000;20000;0;0;829.5018;0;0;0;444.0701;0;233.9616;441.9683;0;0
1266;1120;20000;20000;0;0;829.5018;0;0;0;506.2142;0;124.3098;489.4761;1.00E-04;0
1267;1120;20000;20000;0;0;829.5018;0;0;0;534.5849;0;0;585.4151;0;0
1268;1120;20000;20000;0;0;829.5018;0;0;0;450.0249;0;0;669.9751;0;0
1269;1120;20000;20000;0;0;829.5018;0;0;0;357.9929;0;0;762.0071;0;0
1270;1120;20000;20000;0;0;829.5018;0;0;0;296.9241;0;0;823.0759;0;0
1271;1120;20000;20000;0;0;829.5018;0;0;0;274.4615;0;0;845.5385;0;0
1272;1120;20000;20000;0;0;829.5018;0;0;0;167.6785;0;0;952.3215;0;0
1273;1120;20000;20000;0;0;829.5018;0;0;0;55.4497;0;0;1064.5503;0;0
1274;1120;20000;20000;0;0;829.5018;0;0;0;26.4047;0;0;1093.5953;0;0
1275;1120;20000;20000;0;0;829.5018;0;0;0;38.8107;0;0;1081.1893;0;0
1276;1120;20000;20000;0;0;829.5018;0;0;0;62.4503;0;0;1057.5497;0;0
1277;1120;20000;20000;0;0;829.5018;0;0;0;19.3092;0;0;1100.6908;0;0
1278;1120;20000;20000;0;0;829.5018;0;0;0;113.9346;0;0;1006.0654;0;0
1279;1120;20000;20000;0;0;829.5018;0;0;0;201.1231;0;20.4123;898.4647;1.00E-04;0
1280;1120;20000;20000;0;0;829.5018;0;0;0;98.209;0;108.0666;913.7244;0;0
1281;1120;20000;20000;0;0;829.5018;0;0;0;47.842;0;228.6497;843.5083;0;0
1282;1120;20000;20000;0;0;829.5018;0;0;0;96.9995;0;251.495;771.5055;0;0
1283;1120;20000;20000;0;0;829.5018;0;0;0;197.6275;0;280.816;641.5565;0;0
1284;1120;20000;20000;0;0;829.5018;0;0;0;354.5135;0;296.8767;468.6098;0;0
1285;1120;20000;20000;0;0;829.5018;0;0;0;403.4552;0;308.2171;408.3277;0;0
1286;1120;20000;20000;0;0;829.5018;0;0;0;469.3038;0;295.0928;355.6034;0;0
1287;1120;20000;20000;0;0;829.5018;0;0;0;511.2652;0;309.6359;299.0989;0;0
1288;1120;20000;20000;0;0;829.5018;0;0;0;548.5894;0;281.6172;289.7935;1.00E-04;0
1289;1120;20000;20000;0;0;829.5018;0;0;0;568.8572;0;241.732;309.4108;0;0
1290;1120;20000;20000;0;0;829.5018;0;0;0;593.9514;0;123.3852;402.6634;0;0
1291;1120;20000;20000;0;0;829.5018;0;0;0;602.9069;0;0;517.0931;0;0
1292;1120;20000;20000;0;0;829.5018;0;0;0;468.2645;0;0;651.7355;0;0
1293;1120;20000;20000;0;0;829.5018;0;0;0;428.1285;0;0;691.8715;0;0
1294;1120;20000;20000;0;0;829.5018;0;0;0;428.0688;0;0;691.9312;0;0
1295;1120;20000;20000;0;0;829.5018;0;0;0;428.2727;0;0;691.7273;0;0
1296;1120;20000;20000;0;0;829.5018;0;0;0;337.9847;0;0;782.0153;0;0
1297;1120;20000;20000;0;0;829.5018;0;0;0;183.0067;0;0;936.9933;0;0
1298;1120;20000;20000;0;0;829.5018;0;0;0;134.0901;0;0;985.9099;0;0
1299;1120;20000;20000;0;0;829.5018;0;0;0;117.6214;0;0;1002.3786;0;0
1300;1120;20000;20000;0;0;829.5018;0;0;0;153.6231;0;0;966.3769;0;0
1301;1120;20000;20000;0;0;829.5018;0;0;0;107.5244;0;0;1012.4756;0;0
1302;1120;20000;20000;0;0;829.5018;0;0;0;225.5501;0;0;894.4499;0;0
1303;1120;20000;20000;0;0;829.5018;0;0;0;315.9506;0;20.8373;783.2121;0;0
1304;1120;20000;20000;0;0;829.5018;0;0;0;278.1164;0;103.0442;738.8394;0;0
1305;1120;20000;20000;0;0;829.5018;0;0;0;223.7272;0;213.3159;682.9569;0;0
1306;1120;20000;20000;0;0;829.5018;0;0;0;287.4372;0;251.1223;581.4405;0;0
1307;1120;20000;20000;0;0;829.5018;0;0;0;369.6063;0;270.2131;480.1806;0;0
1308;1120;20000;20000;0;0;829.5018;0;0;0;471.4264;0;284.473;364.1006;0;0
1309;1120;20000;20000;0;0;829.5018;0;0;0;501.8315;0;301.58;316.5885;0;0
1310;1120;20000;20000;0;0;829.5018;0;0;0;549.952;0;291.4078;278.6402;0;0
1311;1120;20000;20000;0;0;829.5018;0;0;0;592.6495;0;298.3985;228.952;0;0
1312;1120;20000;20000;0;0;829.5018;0;0;0;620.24;0;297.8313;201.9287;0;0
1313;1120;20000;20000;0;0;829.5018;0;0;0;648.7599;0;243.1257;228.1144;0;0
1314;1120;20000;20000;0;0;829.5018;0;0;0;715.3928;0;130.307;274.3002;0;0
1315;1120;20000;20000;0;0;829.5018;0;0;0;749.1717;0;0;370.8283;0;0
1316;1120;20000;20000;0;0;829.5018;0;0;0;614.6056;0;0;505.3944;0;0
1317;1120;20000;20000;0;0;829.5018;0;0;0;516.8233;0;0;603.1767;0;0
1318;1120;20000;20000;0;0;829.5018;0;0;0;474.1145;0;0;645.8855;0;0
1319;1120;20000;20000;0;0;829.5018;0;0;0;464.0631;0;0;655.9369;0;0
1320;1120;20000;20000;0;0;829.5018;0;0;0;390.9062;0;0;729.0938;0;0
1321;1120;20000;20000;0;0;829.5018;0;0;0;268.6433;0;0;851.3567;0;0
1322;1120;20000;20000;0;0;829.5018;0;0;0;218.7533;0;0;901.2467;0;0
1323;1120;20000;20000;0;0;829.5018;0;0;0;178.5917;0;0;941.4083;0;0
1324;1120;20000;20000;0;0;829.5018;0;0;0;221.0456;0;0;898.9544;0;0
1325;1120;20000;20000;0;0;829.5018;0;0;0;229.1252;0;0;890.8748;0;0
1326;1120;20000;20000;0;0;829.5018;0;0;0;350.768;0;0;769.232;0;0
1327;1120;20000;20000;0;0;829.5018;0;0;0;421.2785;0;19.953;678.7685;0;0
1328;1120;20000;20000;0;0;829.5018;0;0;0;362.8967;0;102.9866;654.1167;0;0
1329;1120;20000;20000;0;0;829.5018;0;0;0;292.7125;0;199.9322;627.3553;0;0
1330;1120;20000;20000;0;0;829.5018;0;0;0;317.6732;0;230.818;571.5088;0;0
1331;1120;20000;20000;0;0;829.5018;0;0;0;391.5269;0;265.8835;462.5897;1.00E-04;0
1332;1120;20000;20000;0;0;829.5018;0;0;0;479.6336;0;291.3551;349.0113;0;0
1333;1120;20000;20000;0;0;829.5018;0;0;0;502.6878;0;300.551;316.7611;-1.00E-04;0
1334;1120;20000;20000;0;0;829.5018;0;0;0;534.897;0;300.3634;284.7396;0;0
1335;1120;20000;20000;0;0;829.5018;0;0;0;555.9289;0;310.9235;253.1476;0;0
1336;1120;20000;20000;0;0;829.5018;0;0;0;585.1607;0;279.9421;254.8971;-1.00E-04;0
1337;1120;20000;20000;0;0;829.5018;0;0;0;597.2686;0;219.8412;302.8903;1.00E-04;0
1338;1120;20000;20000;0;0;829.5018;0;0;0;694.8625;0;108.5608;316.5767;0;0
1339;1120;20000;20000;0;0;829.5018;0;0;0;696.4675;0;0;423.5325;0;0
1340;1120;20000;20000;0;0;829.5018;0;0;0;586.0176;0;0;533.9824;0;0
1341;1120;20000;20000;0;0;829.5018;0;0;0;462.0691;0;0;657.9309;0;0
1342;1120;20000;20000;0;0;829.5018;0;0;0;448.7483;0;0;671.2517;0;0
1343;1120;20000;20000;0;0;829.5018;0;0;0;460.0438;0;0;659.9562;0;0
1344;1120;20000;20000;0;0;829.5018;0;0;0;356.1883;0;0;763.8117;0;0
1345;1120;20000;20000;0;0;829.5018;0;0;0;226.8431;0;0;893.1569;0;0
1346;1120;20000;20000;0;0;829.5018;0;0;0;200.2319;0;0;919.7681;0;0
1347;1120;20000;20000;0;0;829.5018;0;0;0;210.7047;0;0;909.2953;0;0
1348;1120;20000;20000;0;0;829.5018;0;0;0;248.2244;0;0;871.7756;0;0
1349;1120;20000;20000;0;0;829.5018;0;0;0;229.7172;0;0;890.2828;0;0
1350;1120;20000;20000;0;0;829.5018;0;0;0;293.0453;0;0;826.9547;0;0
1351;1120;20000;20000;0;0;829.5018;0;0;0;362.7965;0;22.1597;735.0438;0;0
1352;1120;20000;20000;0;0;829.5018;0;0;0;332.087;0;108.6624;679.2507;0.0001;0
1353;1120;20000;20000;0;0;829.5018;0;0;0;278.9476;0;221.3335;619.7189;0;0
1354;1120;20000;20000;0;0;829.5018;0;0;0;338.4913;0;246.0026;535.5062;0.0001;0
1355;1120;20000;20000;0;0;829.5018;0;0;0;429.5962;0;261.8198;428.584;0;0
1356;1120;20000;20000;0;0;829.5018;0;0;0;535.7945;0;273.8796;310.3259;0;0
1357;1120;20000;20000;0;0;829.5018;0;0;0;548.1329;0;292.8449;279.0222;0;0
1358;1120;20000;20000;0;0;829.5018;0;0;0;590.1696;0;292.1584;237.672;0;0
1359;1120;20000;20000;0;0;829.5018;0;0;0;623.3226;0;294.4798;202.1976;0;0
1360;1120;20000;20000;0;0;829.5018;0;0;0;614.7395;0;289.4571;215.8034;0;0
1361;1120;20000;20000;0;0;829.5018;0;0;0;623.802;0;242.3072;253.8908;0;0
1362;1120;20000;20000;0;0;829.5018;0;0;0;678.9896;0;119.7465;321.2639;0;0
1363;1120;20000;20000;0;0;829.5018;0;0;0;703.4979;0;0;416.5021;0;0
1364;1120;20000;20000;0;0;829.5018;0;0;0;605.104;0;0;514.896;0;0
1365;1120;20000;20000;0;0;829.5018;0;0;0;532.7295;0;0;587.2705;0;0
1366;1120;20000;20000;0;0;829.5018;0;0;0;505.4594;0;0;614.5406;0;0
1367;1120;20000;20000;0;0;829.5018;0;0;0;536.3032;0;0;583.6968;0;0
1368;1120;20000;20000;0;0;829.5018;0;0;0;471.6486;0;0;648.3514;0;0
1369;1120;20000;20000;0;0;829.5018;0;0;0;345.3019;0;0;774.6981;0;0
1370;1120;20000;20000;0;0;829.5018;0;0;0;333.4823;0;0;786.5177;0;0
1371;1120;20000;20000;0;0;829.5018;0;0;0;355.3348;0;0;764.6652;0;0
1372;1120;20000;20000;0;0;829.5018;0;0;0;399.6351;0;0;720.3649;0;0
1373;1120;20000;20000;0;0;829.5018;0;0;0;334.736;0;0;785.264;0;0
1374;1120;20000;20000;0;0;829.5018;0;0;0;403.5481;0;0;716.4519;0;0
1375;1120;20000;20000;0;0;829.5018;0;0;0;463.6238;0;19.5887;636.7875;0;0
1376;1120;20000;20000;0;0;829.5018;0;0;0;402.7163;0;98.7705;618.5132;0;0
1377;1120;20000;20000;0;0;829.5018;0;0;0;305.4766;0;211.9329;602.5906;1.00E-04;0
1378;1120;20000;20000;0;0;829.5018;0;0;0;325.6999;0;247.8264;546.4737;0;0
1379;1120;20000;20000;0;0;829.5018;0;0;0;408.5424;0;273.811;437.6466;0;0
1380;1120;20000;20000;0;0;829.5018;0;0;0;480.3388;0;295.0279;344.6333;0;0
1381;1120;20000;20000;0;0;829.5018;0;0;0;493.7344;0;306.6663;319.5993;0;0
1382;1120;20000;20000;0;0;829.5018;0;0;0;536.3822;0;306.1857;277.4321;0;0
1383;1120;20000;20000;0;0;829.5018;0;0;0;581.2155;0;290.0353;248.7492;0;0
1384;1120;20000;20000;0;0;829.5018;0;0;0;645.36;0;269.2211;205.4189;0;0
1385;1120;20000;20000;0;0;829.5018;0;0;0;641.7552;0;243.4855;234.7593;0;0
1386;1120;20000;20000;0;0;829.5018;0;0;0;687.3568;0;118.0156;314.6276;0;0
1387;1120;20000;20000;0;0;829.5018;0;0;0;718.5494;0;0;401.4506;0;0
1388;1120;20000;20000;0;0;829.5018;0;0;0;618.1169;0;0;501.8831;0;0
1389;1120;20000;20000;0;0;829.5018;0;0;0;559.8485;0;0;560.1515;0;0
1390;1120;20000;20000;0;0;829.5018;0;0;0;539.7141;0;0;580.2859;0;0
1391;1120;20000;20000;0;0;829.5018;0;0;0;548.819;0;0;571.181;0;0
1392;1120;20000;20000;0;0;829.5018;0;0;0;478.103;0;0;641.897;0;0
1393;1120;20000;20000;0;0;829.5018;0;0;0;323.8085;0;0;796.1915;0;0
